code,industry,year,yearly_open_cum,yearly_high_cum,code_name,volume,turn,isST,peTTM,pbMRQ
sz.301123,C39计算机、通信和其他电子设备制造业,2025,0.021678437481786994,5.64503384316083,奕东电子,5483288.169683258,7.00568834841629,0,536.248737580974,2.157873280860702
sh.688279,I65软件和信息技术服务业,2025,-0.04499026962107154,5.644827677716229,峰岹科技,1024583.2385542169,2.6119301204819276,0,65.44060437032569,5.94909441013269
sh.688210,C39计算机、通信和其他电子设备制造业,2025,0.031667144510725234,5.640161634236527,统联精密,2549573.125,3.0409991150442477,0,49.58341055260244,3.169468753045404
sh.603063,C38电气机械和器材制造业,2025,0.22264919391125043,5.625149502007211,禾望电气,11842150.823818294,2.8852982707182324,0,42.255174364250614,2.813620987714988
sz.300648,C35专用设备制造业,2025,-0.01488010923815554,5.624489315996055,星云股份,4495031.300184162,5.263668125230202,0,19.256887452702703,5.459076617936118
sz.002549,N77生态保护和环境治理业,2025,-0.24670553235040812,5.624434482990656,凯美特气,19127963.6635973,2.9191537636586866,0,51.71197851965602,5.37576603009828
sz.300657,C39计算机、通信和其他电子设备制造业,2025,0.4713450314064343,5.622624648266327,弘信电子,15863282.106200123,4.324002583847102,0,29.86178238943489,5.803203277027027
sz.301658,C38电气机械和器材制造业,2025,1.7185285856184846,5.619587118259876,首航新能,8329458.956521739,21.507591304347827,0,52.20080639130435,4.361254965217391
sz.300382,C35专用设备制造业,2025,0.11338689440162444,5.6151177035963284,斯莱克,13175249.316758748,2.20290844198895,0,117.46503752027027,5.043076235257986
sh.688552,C39计算机、通信和其他电子设备制造业,2025,-0.4838756578686878,5.614460292088788,航天南湖,5205708.059753954,6.274022144112478,0,37.1848839665493,3.6856088063380286
sz.301070,C34通用设备制造业,2025,0.05921248717251343,5.613530551293343,开勒股份,1589987.2857142857,5.069395859213251,0,-85.91115525284974,3.284477083937824
sz.300043,I64互联网和相关服务,2025,-0.5448943292789147,5.610762161670012,星辉娱乐,45790253.302639656,4.396731171270718,0,-16.985807034398036,2.0833135964373466
sz.300249,I65软件和信息技术服务业,2025,-0.5132535731328604,5.60880958973401,依米康,24887183.13198281,7.345648596071209,0,138.77478389127765,7.0253261566339065
sz.001212,C30非金属矿物制品业,2025,0.72303768575623,5.604563983941297,中旗新材,3735706.6771573606,6.5044820304568525,0,107.93324821095335,2.6273312525354973
sz.300767,C29橡胶和塑料制品业,2025,0.412362014638909,5.60398110652145,震安科技,4573516.685114504,3.865976278625954,0,71.22654118523234,6.998122834500318
sz.300329,C24文教、工美、体育和娱乐用品制造业,2025,0.4597587040015727,5.603213601002251,海伦钢琴,7996263.562807882,3.172228118226601,0,57.11937998710074,2.0564538095823095
sz.300857,C39计算机、通信和其他电子设备制造业,2025,0.3623013927715729,5.599337560617494,协创数据,6808405.0528,4.38597376,0,43.4378615236189,5.280176230584468
sz.300967,A03畜牧业,2025,-0.27491268481921344,5.59721436294126,晓鸣股份,7447681.908077994,9.041744382544103,0,15.746241381040893,4.1648616394052045
sz.301397,C36汽车制造业,2025,-0.0927602754727619,5.595607459669971,溯联股份,2749221.8616236164,6.746991512915129,0,27.35485244547135,2.4345929833641407
sh.601086,F52零售业,2025,-1.1728047762066431,5.5951694533599206,国芳集团,14026208.895027624,3.0207010460405157,0,39.33252341830467,2.05906810995086
sh.688010,C40仪器仪表制造业,2025,-0.370258305979542,5.591313020689003,福光股份,2352258.8168449197,3.188310078208556,0,116.69126608361205,2.9565093779264218
sz.002335,C38电气机械和器材制造业,2025,0.006043007004826087,5.590596656400394,科华数据,14102620.173112338,3.7398003136893796,0,43.117949046068794,3.3011419963144966
sz.002345,C24文教、工美、体育和娱乐用品制造业,2025,-0.3725926938844586,5.589529942324141,潮宏基,17332534.72805402,1.9831691988950275,0,13.884803507371007,1.4203349742014744
sz.300553,C40仪器仪表制造业,2025,-0.07623872280919705,5.586879497401316,集智股份,1365114.7476979743,3.187717562922038,0,124.79517235749385,4.738714281326781
sz.301176,C39计算机、通信和其他电子设备制造业,2025,-0.44102984349579605,5.586194729181316,逸豪新材,4602456.5125,8.664324444444444,0,-27.78056023783032,2.0154117301808068
sz.300561,I65软件和信息技术服务业,2025,-1.8198501870789576,5.582971874134053,*ST汇科,13374764.09476923,8.473264887780548,1,-335.2328395823096,6.96556150982801
sz.002265,C36汽车制造业,2025,-0.7632027266725349,5.5821509911057525,建设工业,12937212.570457354,3.6095140803461065,0,173.54513481511057,4.796856135749386
sz.300004,C34通用设备制造业,2025,-0.12782195027464202,5.575778890274336,南风股份,12520270.543278085,2.7615703542050336,0,85.70153071805898,1.5193307702702703
sz.300844,M74专业技术服务业,2025,-0.03109915671431651,5.566290674838626,山水比德,1807596.315206445,9.440146022155085,0,-2.4262552610887096,3.121900857862903
sz.300607,C34通用设备制造业,2025,-0.8373192696225077,5.563100812096822,拓斯达,12413956.25844076,4.871169089790898,0,10.6931515485258,4.19780096007371
sh.688320,C40仪器仪表制造业,2025,-0.44340153667081955,5.562174499194316,禾川科技,4275338.3834951455,5.748972936893204,0,43.10651680194411,4.673482682867558
sz.301220,C26化学原料和化学制品制造业,2025,-0.2272322509677783,5.562152320838512,亚香股份,1747922.63878327,4.5241996197718635,0,35.96179665482234,2.1965327626903552
sh.603359,N77生态保护和环境治理业,2025,0.03748075492389332,5.55553159287134,东珠生态,8508578.824583076,2.184454797405806,0,-0.10023861486486486,1.4232307082309583
sz.301038,M74专业技术服务业,2025,-0.4466969407702037,5.553555281062854,深水规院,6045331.151,10.900262099999999,0,113.65236705605605,3.7644921311311315
sz.300879,C35专用设备制造业,2025,-0.46320354303430594,5.552387593051108,大叶股份,5358108.6062091505,5.9539582516339875,0,16.83891695421096,3.764169661488144
sh.603900,F52零售业,2025,-0.6325156140899809,5.551947427782909,莱绅通灵,8613423.512899263,2.8918096431203932,0,-16.20544231203931,1.1990216062653563
sz.300738,I65软件和信息技术服务业,2025,-0.11805109079980942,5.551864074851956,奥飞数据,25384315.13198281,4.880538009821977,0,68.40047131326781,6.0785766486486486
sh.601869,C39计算机、通信和其他电子设备制造业,2025,-0.0887047786466765,5.547399396279298,长飞光纤,4195334.153468385,1.975880097605893,0,28.682591309582307,2.545823014742015
sz.300972,F52零售业,2025,-0.2264189351924908,5.545338306394507,万辰集团,3998162.9925442683,6.425045013979497,0,112.66990046268657,8.328446152985075
sz.301665,C26化学原料和化学制品制造业,2025,2.8173753114640756,5.5431785845591275,泰禾股份,6723181.9174311925,18.724246788990826,0,46.52759451376147,4.380922972477064
sh.688327,I65软件和信息技术服务业,2025,0.2182355851064806,5.542393665976671,云从科技,28711249.47890819,7.826451861042184,0,-22.514874595031056,10.206671197515528
sh.688256,I65软件和信息技术服务业,2025,-0.30741959415909875,5.540141238394941,寒武纪,6056314.0533864545,2.94235984063745,0,69.59812033253588,17.54843664673046
sh.688719,C38电气机械和器材制造业,2025,-0.055556745868504495,5.535278052017006,爱科赛博,1647572.5105042018,4.07818025210084,0,48.949394776842105,2.4746568
sh.688003,C35专用设备制造业,2025,0.22889403134586006,5.534354442760526,天准科技,2803436.6189839575,3.1137125360962568,0,65.54760670100335,5.0344459779264215
sh.688775,C39计算机、通信和其他电子设备制造业,2025,2.9673267651740063,5.533515498497253,影石创新,4556504.828571429,14.93859,0,87.43428247142857,23.063224114285713
sh.688622,C40仪器仪表制造业,2025,0.05137996410966089,5.531754262691166,禾信仪器,887428.7912772585,2.7700728971962616,0,-75.12918907826983,6.9695876436663236
sz.001335,F51批发业,2025,2.615407120992804,5.528535398812977,信凯科技,3117250.85046729,13.574735514018691,0,31.26830242056075,5.082726457943925
sz.002164,C34通用设备制造业,2025,-0.12796876151816503,5.525888303429719,宁波东力,20351596.27071823,4.364681065070595,0,7.242501391277641,4.237881665233416
sh.603657,C29橡胶和塑料制品业,2025,-0.5522700884332553,5.524829221763708,春光科技,2772088.0288520562,3.811386148557397,0,29.177532923832924,2.6303068384520882
sh.605208,C32有色金属冶炼和压延加工业,2025,-0.40882904706190737,5.5239629095730765,永茂泰,9344813.506352087,6.164189473684211,0,-0.6280013079019076,1.788864578564941
sh.688336,C27医药制造业,2025,-0.0041433021254694835,5.5236926515144456,三生国健,2361886.2769353553,1.8766181165203513,0,85.16279781070288,3.0165540231629393
sh.603086,C26化学原料和化学制品制造业,2025,0.2703105483796737,5.523469472051019,先达股份,8278014.63597299,2.6440226464088394,0,30.7383913955774,1.571050191031941
sh.688626,C35专用设备制造业,2025,0.2561080477008733,5.522424626668284,翔宇医疗,1598037.7797235022,2.63205400921659,0,43.0982680904059,3.706025507380074
sh.688118,I65软件和信息技术服务业,2025,0.2785768095795669,5.519103924387024,普元信息,2514013.9131672597,4.334135231316726,0,-1968.6664125356124,3.3379254807692305
sz.000558,K70房地产业,2025,-0.4642252881353327,5.516801465728178,天府文旅,38113271.302639656,2.9760143187152566,0,-31.700183023341523,3.5555080835380832
sh.688171,I65软件和信息技术服务业,2025,-0.03200853435094177,5.5078895071973895,纬德信息,1308185.6541950114,3.670405328798186,0,109.25217441770715,2.659852550510783
sh.688627,C35专用设备制造业,2025,0.1058879654251101,5.497563721293792,精智达,1882358.9053030303,5.286762121212122,0,72.61566532258065,5.119160252371917
sz.300649,E48土木工程建筑业,2025,0.22854644427734105,5.4943223638296805,杭州园林,3657951.3063228973,4.028494678330264,0,-141.88477838452087,4.977529456388206
sh.688698,C40仪器仪表制造业,2025,-0.31487579916617014,5.489785403551991,伟创电气,2835302.1004366814,3.8281102183406115,0,35.0530000979021,4.741772569055945
sh.688488,C27医药制造业,2025,-0.3037972326361285,5.489591973247512,艾迪药业,4436816.22310757,2.1460596015936253,0,41.80884478229665,5.731320796650718
sh.605298,C37铁路、船舶、航空航天和其他运输设备制造业,2025,0.3441752391613852,5.48675024454924,必得科技,2224517.4354110206,3.422482746160795,0,47.53313347739602,2.323867223327306
sz.300499,C38电气机械和器材制造业,2025,-0.27324938977595226,5.484712237876797,高澜股份,16253543.482504604,6.633464623081646,0,7.271538719287469,3.591931493857494
sz.301529,C36汽车制造业,2025,-0.17078935636961107,5.482791563334775,福赛科技,2426056.9161554193,8.800313496932516,0,35.895106022540986,2.814922274590164
sz.301336,C21家具制造业,2025,-0.7147322342654586,5.480370540332742,趣睡科技,1252536.2699468085,6.933124335106383,0,62.80927325565912,2.4997240958721703
sz.002857,C40仪器仪表制造业,2025,0.06379860280794047,5.475372453762853,三晖电气,2581441.023941068,2.4290410350338045,0,101.02353302027026,3.796246154176904
sz.300871,C27医药制造业,2025,0.37109366338853644,5.472281354235484,回盛生物,4009263.0414634147,4.309834959349593,0,28.36155527746135,2.889291554922701
sh.603040,C36汽车制造业,2025,-0.08952675779781964,5.471109678246508,新坐标,1853813.4941682015,1.731823678330264,0,19.25722116154791,2.9979038114250613
